Doc Index,Title,URL,Overlap,Jaccard,Recs from Text Only,Recs from Text + Image,New Recs from Image Features
4828,"Norwegian Cruise Line’s Norwegian Viva Sets Sail from San Juan, Puerto Rico",N/A,4,0.67,"Norwegian Cruise Line’s Triumphant Return to Asia After Three-Year Hiatus; Norwegian Aqua: Norwegian Cruise Line’s Next-Generation Prima Plus Class; Upcoming Norwegian Viva Cruise Ship will feature a 52-foot-wide art piece that responds and engages the viewer; Overcome Your Fear Of Insects, Heights and Ghosts in Penang; Cruise company allegedly asks staff to lie to protect bookings amid COVID-19 pandemic",Norwegian Cruise Line’s Triumphant Return to Asia After Three-Year Hiatus; Norwegian Aqua: Norwegian Cruise Line’s Next-Generation Prima Plus Class; Upcoming Norwegian Viva Cruise Ship will feature a 52-foot-wide art piece that responds and engages the viewer; Cruise company allegedly asks staff to lie to protect bookings amid COVID-19 pandemic; “Beetlejuice” The Musical to headline Norwegian Cruise Line’s newest ship Norwegian Viva,“Beetlejuice” The Musical to headline Norwegian Cruise Line’s newest ship Norwegian Viva
4829,Japan cancels cherry blossom festivals due to Covid-19,N/A,4,0.67,A video review of the Micro Scooter Luggage; Ohayo Osaka! A Post Trip Recap of Kansai in June; Alvinology goes to Japan – Day 6 of 14; Five Hidden Truths I Learned About Bagan; Osaka-Kyoto-Kobe Trip (part 1),"A video review of the Micro Scooter Luggage; Ohayo Osaka! A Post Trip Recap of Kansai in June; Alvinology goes to Japan – Day 6 of 14; Five Hidden Truths I Learned About Bagan; Exploring Rustic Kurume for A Slower, Relaxed and Authentic Japan: 18 Unforgettable Experiences","Exploring Rustic Kurume for A Slower, Relaxed and Authentic Japan: 18 Unforgettable Experiences"
4830,"Explore Penang’s Heritage Through Street Art, Clan Jetties & Penang Hill",N/A,4,0.67,"Where to find street art in Penang outside George Town Core; George Town Street Art – A List of Murals, Rod Sculptures and Locations; 11 Best Penang Street Food Only Locals Know About; The Penang weekend trip recap of hawker food and street art; Randomly Penang","Where to find street art in Penang outside George Town Core; George Town Street Art – A List of Murals, Rod Sculptures and Locations; The Penang weekend trip recap of hawker food and street art; Staying at the Eastern & Oriental Hotel in Penang, Malaysia; Randomly Penang","Staying at the Eastern & Oriental Hotel in Penang, Malaysia"
4831,Group Touring Los Angeles’s Music History,N/A,4,0.67,"Sunset Hospitality Group Expands with METT Singapore at Iconic Hotel Fort Canning; New hotels launched – Novotel Singapore on Stevens and Mercure Singapore on Stevens; Saudia Group and Airbus Forge Historic Partnership with Record Aircraft Deal; 26 Best Beaches In Bali; Cruising with Princess Cruises’ Sapphire Princess – Part 3, Entertainment","Sunset Hospitality Group Expands with METT Singapore at Iconic Hotel Fort Canning; New hotels launched – Novotel Singapore on Stevens and Mercure Singapore on Stevens; Saudia Group and Airbus Forge Historic Partnership with Record Aircraft Deal; Cruising with Princess Cruises’ Sapphire Princess – Part 3, Entertainment; Royal Group Partners with Accor to Open Sofitel Singapore Sentosa Resort & Spa in 2015",Royal Group Partners with Accor to Open Sofitel Singapore Sentosa Resort & Spa in 2015
4832,Cruising through life onboard the majestic Mariner of the Seas with Royal Caribbean,N/A,5,1.0,"Day Trip to Resorts World Genting, Malaysia; MegaZip Adventure Park – Above it all; Patuxai Victory Monument in Vientiane, Laos; Walking with Dinosaurs Singapore 2019; My Ambition, My Goal in Life.","Day Trip to Resorts World Genting, Malaysia; MegaZip Adventure Park – Above it all; Patuxai Victory Monument in Vientiane, Laos; Walking with Dinosaurs Singapore 2019; My Ambition, My Goal in Life.",
4833,Park Regis #sginsiders Weekend Staycation – Discover Clarke Quay and Chinatown,N/A,5,1.0,"Istana Open House: Tips for visiting the home of Singapore’s Presidents; 5 Nearby Adventures In Kota Kinabalu To Conquer With Your Backpacking Kakis; SG50 Weekend Staycation @ Pan Pacific Singapore; All about Biyangdo 비양도, the Jeju island you can circle in an hour; 5 touristy things to do in San Francisco (and whether it’s really worthwhile)","Istana Open House: Tips for visiting the home of Singapore’s Presidents; 5 Nearby Adventures In Kota Kinabalu To Conquer With Your Backpacking Kakis; SG50 Weekend Staycation @ Pan Pacific Singapore; All about Biyangdo 비양도, the Jeju island you can circle in an hour; 5 touristy things to do in San Francisco (and whether it’s really worthwhile)",
4834,"[PROMO] Vibe Hotel Singapore Orchard celebrates Australia Day offering special rates with free-flow barbeque, drinks, and family fun!",N/A,5,1.0,Win 52 Weekends of Staycations at voco Orchard Singapore! Here’s how –; [EARLY BIRD PROMO] HUAWEI MateBook D 14 to launch on 20 February with up to S$351 worth of free gifts!; [PROMO] Enjoy a complimentary second night or $150 in dining credits at Yotel Singapore throughout April and May 2021!; Why you should  join the Blackmores Sydney Running Festival; Orchard Hotel Singapore opens the festive the Royal Swan Festive Goodie House in its lobby – check out these holiday treats that await you,Win 52 Weekends of Staycations at voco Orchard Singapore! Here’s how –; [EARLY BIRD PROMO] HUAWEI MateBook D 14 to launch on 20 February with up to S$351 worth of free gifts!; [PROMO] Enjoy a complimentary second night or $150 in dining credits at Yotel Singapore throughout April and May 2021!; Why you should  join the Blackmores Sydney Running Festival; Orchard Hotel Singapore opens the festive the Royal Swan Festive Goodie House in its lobby – check out these holiday treats that await you,
4835,Taiwan Tales Day 4 – Li Yu Lake 鯉魚潭 and live jumping prawns,N/A,5,1.0,Taiwan Tales Day 8 – Driving around Lyudao; Taiwan’s Kinmen 金門 Island Guide: of borders and barracks; A wintery day at Munich’s Nymphenburg Palace; Italy Q&A: Some questions about Italy answered; Brisbane Day Trip: Driving to Mount Tamborine,Taiwan Tales Day 8 – Driving around Lyudao; Taiwan’s Kinmen 金門 Island Guide: of borders and barracks; A wintery day at Munich’s Nymphenburg Palace; Italy Q&A: Some questions about Italy answered; Brisbane Day Trip: Driving to Mount Tamborine,
4836,LEGOLAND Malaysia Resort ready to reopen on 25 June with offering promos and a safety-conscious holiday experience,N/A,4,0.67,"LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!; My Legoland Waterpark Malaysia Experience With Friends!; Legoland Malaysia Resort launches Ninja-themed rooms; Kids 3-11 can enter LEGOLAND Malaysia’s Brick-or Treat event for free if they come in full costume; Need more LEGO? LEGOLAND NINJAGO may just be enough to satisfy you and your kids’ love for LEGO","LEGOLAND’s Virtual Reality Rollercoaster opens in November 2017, entrance is $50 for kids!; My Legoland Waterpark Malaysia Experience With Friends!; Legoland Malaysia Resort launches Ninja-themed rooms; Need more LEGO? LEGOLAND NINJAGO may just be enough to satisfy you and your kids’ love for LEGO; Legoland, Malaysia – Top 5 Reasons for Singaporeans to Visit","Legoland, Malaysia – Top 5 Reasons for Singaporeans to Visit"
4837,Winning Action on the Waters: Monsoon Cup Terengganu,N/A,5,1.0,Wicked: The Untold Story of the Witches of Oz; The Amazing Race and Singapore; Qantas releases new air safety video featuring Australians mixing with local Singaporeans in Marina Bay Sands; Singapore Welcomes the Iconic Amerigo Vespucci for Its Historic Visit This October; Singapore Blog Awards 2012,Wicked: The Untold Story of the Witches of Oz; The Amazing Race and Singapore; Qantas releases new air safety video featuring Australians mixing with local Singaporeans in Marina Bay Sands; Singapore Welcomes the Iconic Amerigo Vespucci for Its Historic Visit This October; Singapore Blog Awards 2012,
4838,Bangkok Excursion: Must-see attractions in Rayong province,N/A,5,1.0,Fairyland Jiuzhaigou; Arriving Kakadu National Park; Bangkok Day Trip: Must-see attractions in Chanthaburi province; Kakadu National Park: Ancient Aboriginal Rock Drawings; Kakadu National Park: World Famous Yellow Water Billabong,Fairyland Jiuzhaigou; Arriving Kakadu National Park; Bangkok Day Trip: Must-see attractions in Chanthaburi province; Kakadu National Park: Ancient Aboriginal Rock Drawings; Kakadu National Park: World Famous Yellow Water Billabong,
4839,Vietjet again snatches the “Best Ultra Low-Cost Airline” Award for three consecutive years now,N/A,5,1.0,Nuffnang Blog Awards 2009; Here’s the new set of Asian flavours you can pre-order while on board Cebu Pacific; Cathay Pacific Soars Back to Top Five in Global Rankings and Wins Best Economy Class; Vietjet Named “World’s Best Ultra Low-Cost Carrier” for 2025; You can now fly to Auckland from Singapore as Air New Zealand resumes operation,Nuffnang Blog Awards 2009; Here’s the new set of Asian flavours you can pre-order while on board Cebu Pacific; Cathay Pacific Soars Back to Top Five in Global Rankings and Wins Best Economy Class; Vietjet Named “World’s Best Ultra Low-Cost Carrier” for 2025; You can now fly to Auckland from Singapore as Air New Zealand resumes operation,
4840,10 Things To Do at Club Med Bali,N/A,4,0.67,"10 Things to Do in Ninh Binh, Vietnam: Discover the Land of Wonders; Ca Mau Cape: A Journey to the Southernmost Point of Vietnam; 3-Day Laos Itinerary Enjoy Boun Pi Mai in Vientiane - Vang Vieng; 10 Things You Need To Try When In New Zealand; Enchanting Fishing Villages of Vietnam","10 Things to Do in Ninh Binh, Vietnam: Discover the Land of Wonders; Ca Mau Cape: A Journey to the Southernmost Point of Vietnam; 3-Day Laos Itinerary Enjoy Boun Pi Mai in Vientiane - Vang Vieng; 10 Things You Need To Try When In New Zealand; 8 Bali Island Hopping Ideas For Singaporeans So You Don’t Only Visit Nusa Penida",8 Bali Island Hopping Ideas For Singaporeans So You Don’t Only Visit Nusa Penida
4841,Singapore travellers can now enjoy the luxurious Premium Economy experience on Emirates,N/A,5,1.0,"[PROMO] Enjoy a luxurious tropical retreat as a special farewell treat from our Madagascar Friends at Resorts World Sentosa; At USD1,780 for 2 person, you can enjoy a private island retreat at Bawah Reserve, inclusive of a seaplane flight; Rediscover Luxurious Getaways: Pan Pacific Singapore’s Spectacular Transformation; Treat mum to a Luxurious Escape with these exclusive Mother’s Day offers at Raffles Hotel Singapore; Tax and duty-free online shopping with iShopChangi","[PROMO] Enjoy a luxurious tropical retreat as a special farewell treat from our Madagascar Friends at Resorts World Sentosa; At USD1,780 for 2 person, you can enjoy a private island retreat at Bawah Reserve, inclusive of a seaplane flight; Rediscover Luxurious Getaways: Pan Pacific Singapore’s Spectacular Transformation; Treat mum to a Luxurious Escape with these exclusive Mother’s Day offers at Raffles Hotel Singapore; Tax and duty-free online shopping with iShopChangi",
4842,Royal Caribbean Announces New Short Getaways to the Tropics for 2025-26,N/A,5,1.0,Royal Caribbean Announces Perfect Day Mexico: A New Caribbean Paradise Opening in 2027; Meghan Trainor and Royal Caribbean Set the Stage for the Party of the Summer on Utopia of the Seas; Sail into Savings with Royal Caribbean’s Black Friday & Cyber Monday Deals; Royal Caribbean and Lionel Messi Present the Icon of the Seas: A New Chapter in Vacation Excellence; Cruising with the Family on board Royal Caribbean’s Mariner of the Seas – Day 3 and 4 of 4,Royal Caribbean Announces Perfect Day Mexico: A New Caribbean Paradise Opening in 2027; Cruising with the Family on board Royal Caribbean’s Mariner of the Seas – Day 3 and 4 of 4; Meghan Trainor and Royal Caribbean Set the Stage for the Party of the Summer on Utopia of the Seas; Sail into Savings with Royal Caribbean’s Black Friday & Cyber Monday Deals; Royal Caribbean and Lionel Messi Present the Icon of the Seas: A New Chapter in Vacation Excellence,
4843,Saudia Group Announces Hajj Season 2024 Plan Spanning 74 Days to Serve Global Pilgrims,N/A,4,0.67,Travel Light with Asus; Save a Child’s Heart; Unlocking the Secrets of Campervanning in New Zealand: Essential Tips for Singaporean Adventurers; Embark on a Purposeful Journey with Jetstar’s “Make It Count” Campaign for 2024; Banyan Tree Group announces 5 Upcoming Properties in Japan,Travel Light with Asus; Unlocking the Secrets of Campervanning in New Zealand: Essential Tips for Singaporean Adventurers; Embark on a Purposeful Journey with Jetstar’s “Make It Count” Campaign for 2024; Banyan Tree Group announces 5 Upcoming Properties in Japan; Emirates Announces Cabin Crew Recruitment Drive in Singapore on 16 August 2024,Emirates Announces Cabin Crew Recruitment Drive in Singapore on 16 August 2024
4844,Making fake Japanese food at Asakusa’s Kappabashi ‘Kitchen Town’ district in Japan,N/A,4,0.67,"Murder in Saigon; Ipoh Food: Good times, Old memories; This Pop-Up Festival In JB Has 140 Food Stalls & Free Performances 20 Mins From The Causeway; Ipoh Street Art; Wat Koh Tao Temple In Thailand","Murder in Saigon; Ipoh Food: Good times, Old memories; This Pop-Up Festival In JB Has 140 Food Stalls & Free Performances 20 Mins From The Causeway; Ipoh Street Art; New York Chinatown",New York Chinatown
4845,Skyscanner’s Travel Trends: These Are Officially The Top 10 Travel Destinations For 2018,N/A,5,1.0,My Vietnam Travel Wishlist; Best Recommended Thailand Vietnam Cambodia Itinerary 3 Weeks; Unveiling Vietnam's Top 7 Breathtaking Beaches; Vietnam Tours 2024 - 2025: Best Travel Guide for All Travelers; Best Vegetarian Vietnamese Food & Where to Find the Best,My Vietnam Travel Wishlist; Best Recommended Thailand Vietnam Cambodia Itinerary 3 Weeks; Vietnam Tours 2024 - 2025: Best Travel Guide for All Travelers; Best Vegetarian Vietnamese Food & Where to Find the Best; Unveiling Vietnam's Top 7 Breathtaking Beaches,
4846,"Sudio earphones – Review of the E2, T2, Nio, Elva, Ett, Fem, Tre and Vasa Blå",N/A,5,1.0,"Sunnystep Shoes review: lightweight, versatile and easy to pack; The ultimate CabinZero backpack review: Which version is best for your travels?; Berjaya Tioman Resort review – ditch the dive huts for fancy resort living; Essential items for surviving the communal hostel toilet; This Atas Bus Service From SG To KL Has “First Class” Seats With Massage Functions For Just $60","Sunnystep Shoes review: lightweight, versatile and easy to pack; The ultimate CabinZero backpack review: Which version is best for your travels?; Berjaya Tioman Resort review – ditch the dive huts for fancy resort living; Essential items for surviving the communal hostel toilet; This Atas Bus Service From SG To KL Has “First Class” Seats With Massage Functions For Just $60",
4847,Shanghai Expo with Coca-Cola – Day 4 of 4,N/A,5,1.0,Shanghai Expo with Coca-Cola – Day 3 of 4 (noon); Shanghai Expo with Coca-Cola – Day 1 of 4; Shanghai Expo with Coca-Cola – A Preview; Shanghai Expo with Coca-Cola – Day 3 of 4 (morning); Shanghai Expo with Coca-Cola – Day 3 of 4 (evening),Shanghai Expo with Coca-Cola – Day 3 of 4 (noon); Shanghai Expo with Coca-Cola – Day 1 of 4; Shanghai Expo with Coca-Cola – A Preview; Shanghai Expo with Coca-Cola – Day 3 of 4 (morning); Shanghai Expo with Coca-Cola – Day 3 of 4 (evening),
4848,Myanmar National Airlines Inaugural Flight to Singapore Touches Down at Changi International Airport,N/A,5,1.0,MindChamps is coming to Myanmar to lift educational standards; British Airways “Singapore – London route” offers new and improved Premium Club Suite Cabins for you to work and rest privately; Grab launches new travel benefits – Platinum and Gold members can get up to 55% off at airport lounges and restaurants; All your questions about the AirAsia move from Terminal 1 to Terminal 4 answered here; British Airways Rings in Lunar New Year 2025 with Surprise Upgrades and Festive Treats,MindChamps is coming to Myanmar to lift educational standards; British Airways “Singapore – London route” offers new and improved Premium Club Suite Cabins for you to work and rest privately; Grab launches new travel benefits – Platinum and Gold members can get up to 55% off at airport lounges and restaurants; All your questions about the AirAsia move from Terminal 1 to Terminal 4 answered here; British Airways Rings in Lunar New Year 2025 with Surprise Upgrades and Festive Treats,
4849,[PROMO CODE INSIDE] Vietjet’s Business & SkyBoss tickets are now on sale for 50% OFF,N/A,5,1.0,[PROMO CODE INSIDE] Travel Safe with NTUC Income’s FlexiTravel Hourly Insurance with premiums as low as $1.80 for 6 hours of travel insurance coverage; [PROMO CODE INSIDE] Airasia Super Sale offers up to 50% OFF and 5x more BIG Points on food and hotel bookings!; [PROMO CODE INSIDE] Vietjet Launches Nonstop Service Connecting Hanoi and Melbourne; [PROMO CODE INSIDE] Vietjet Slashes Business and SkyBoss Ticket Prices by 50%; [PROMO CODE INSIDE] Emirates to provide complimentary hotel accommodation for visits to Dubai,[PROMO CODE INSIDE] Travel Safe with NTUC Income’s FlexiTravel Hourly Insurance with premiums as low as $1.80 for 6 hours of travel insurance coverage; [PROMO CODE INSIDE] Airasia Super Sale offers up to 50% OFF and 5x more BIG Points on food and hotel bookings!; [PROMO CODE INSIDE] Vietjet Launches Nonstop Service Connecting Hanoi and Melbourne; [PROMO CODE INSIDE] Vietjet Slashes Business and SkyBoss Ticket Prices by 50%; [PROMO CODE INSIDE] Emirates to provide complimentary hotel accommodation for visits to Dubai,
4850,Italy Q&A: Some questions about Italy answered,N/A,5,1.0,"Of Babi Guling and monkey forests in Ubud, Bali; An Instagram recap of my Bali family trip; Taiwan Tales Day 4 – Li Yu Lake 鯉魚潭 and live jumping prawns; Taking a Lomography Photowalk around Downtown Singapore; Alvinology in #escapers15: More than 86 million social media impressions in 5 days for Accor, Scoot and Tourism Events Queensland","Of Babi Guling and monkey forests in Ubud, Bali; An Instagram recap of my Bali family trip; Taiwan Tales Day 4 – Li Yu Lake 鯉魚潭 and live jumping prawns; Taking a Lomography Photowalk around Downtown Singapore; Alvinology in #escapers15: More than 86 million social media impressions in 5 days for Accor, Scoot and Tourism Events Queensland",
4851,"New cultural, culinary and wellness experiences on Silversea announced for 2017",N/A,5,1.0,Enjoy a Variety of New Waterfront Experiences at Hong Kong’s “Harbour Chill Carnival”; Cultural Insights: Things to Avoid During a Vietnamese Meal; Discover Macau’s Cultural Tapestry at the new Andaz Macau; Vietnam meal etiquette you should know to be a polite guest; Amanpulo Introduces New Experiences for Guests This October,Enjoy a Variety of New Waterfront Experiences at Hong Kong’s “Harbour Chill Carnival”; Cultural Insights: Things to Avoid During a Vietnamese Meal; Discover Macau’s Cultural Tapestry at the new Andaz Macau; Vietnam meal etiquette you should know to be a polite guest; Amanpulo Introduces New Experiences for Guests This October,
4852,Beyond Big Ben: 8 Unique Encounters for Travelers in England,N/A,5,1.0,Cu Chi Tunnels: A Renowned Underground Network in Ho Chi Minh City; Thanh Hoa Travel Guide – Everything You Need to Know; Harbour City Hong Kong – Chocolate Trail 2015; iPhone Cover from Ben & Jerry; Secrets of Siem Reap: An Ethical Tour with Ayana Journeys,Cu Chi Tunnels: A Renowned Underground Network in Ho Chi Minh City; Thanh Hoa Travel Guide – Everything You Need to Know; Harbour City Hong Kong – Chocolate Trail 2015; iPhone Cover from Ben & Jerry; Secrets of Siem Reap: An Ethical Tour with Ayana Journeys,
4853,Accor Asia Pacific to manage two new resorts in Maldives,N/A,4,0.67,Cathay Pacific Partners with Olympic Star Siobhan Haughey as Brand Ambassador; Mastercard releases the 2018 Global Destination Cities Index: Play with insights on international destinations; Brand New Themes and 4D Fun at Trick Eye Museum; Spectrum of the Seas – Asia’s largest and most innovative ship will visit destinations starting October 2022; Vietjet Exclusively Links Three Taiwanese Cities to Vietnam’s Phu Quoc Island with New Flights; Special Friday Ticket Promotions,Cathay Pacific Partners with Olympic Star Siobhan Haughey as Brand Ambassador; Accor Embarks on Digital Transformation Path to Foster Growth; Mastercard releases the 2018 Global Destination Cities Index: Play with insights on international destinations; Brand New Themes and 4D Fun at Trick Eye Museum; Spectrum of the Seas – Asia’s largest and most innovative ship will visit destinations starting October 2022,Accor Embarks on Digital Transformation Path to Foster Growth
4854,Plane thief goes through Malaysia Airlines Business Class passenger’s carry-on bag,N/A,5,1.0,"9 Highest Paying Jobs In Malaysia; 7 Best Holiday Packages To Malaysia With Round-Trip Transport, Hotel & Activities Included; Alvinology goes to Shantou – Day 4 of 5; Genting, The Las Vegas of Malaysia; Flying Nonstop from Singapore to San Francisco on United Airlines","Flying Nonstop from Singapore to San Francisco on United Airlines; 9 Highest Paying Jobs In Malaysia; Alvinology goes to Shantou – Day 4 of 5; 7 Best Holiday Packages To Malaysia With Round-Trip Transport, Hotel & Activities Included; Genting, The Las Vegas of Malaysia",
4855,Wildlife Staycation Packages for the whole family await at Marriott International Hotel – offer runs till 31 January 2021,N/A,5,1.0,Puteri Harbour Family Theme Park; You can now ferry directly from Singapore’s Tanah Merah Ferry Terminal to Malaysia’s Desaru Coast; Marriott Bonvoy Family Staycation Packages – take the whole family and pamper the little ones with the Kids Dine Free offer from these hotels!; Generations of fun for the whole family at Jurong Bird Park; Hilton Foodie Staycation Packages – save up to 60% off at the hotel’s stay and dine offers!,You can now ferry directly from Singapore’s Tanah Merah Ferry Terminal to Malaysia’s Desaru Coast; Puteri Harbour Family Theme Park; Marriott Bonvoy Family Staycation Packages – take the whole family and pamper the little ones with the Kids Dine Free offer from these hotels!; Generations of fun for the whole family at Jurong Bird Park; Hilton Foodie Staycation Packages – save up to 60% off at the hotel’s stay and dine offers!,
4856,Packing for a cruise of the Alaskan seas with Princess Cruises,N/A,5,1.0,Norwegian Cruise Line Opens Sales for Norwegian Sun’s Debut in Asia Pacific; Norwegian Cruise Line’s Triumphant Return to Asia After Three-Year Hiatus; Seven Seas’ 2020 World Tour is a 131-day journey from San Francisco to the Carribean; New Itineraries for Dream Cruise Line’s Genting Dream; How to care for your winter wear when you live in hot humid weather,Norwegian Cruise Line Opens Sales for Norwegian Sun’s Debut in Asia Pacific; Norwegian Cruise Line’s Triumphant Return to Asia After Three-Year Hiatus; Seven Seas’ 2020 World Tour is a 131-day journey from San Francisco to the Carribean; New Itineraries for Dream Cruise Line’s Genting Dream; How to care for your winter wear when you live in hot humid weather,
4857,Taiwan’s Kinmen 金門 Island Guide: of borders and barracks,N/A,5,1.0,"Taiwan Tales Day 4 – Li Yu Lake 鯉魚潭 and live jumping prawns; The weird Iguana Park of Guayaquil; Italy Q&A: Some questions about Italy answered; Alvinology in #escapers15: More than 86 million social media impressions in 5 days for Accor, Scoot and Tourism Events Queensland; Of Babi Guling and monkey forests in Ubud, Bali","Taiwan Tales Day 4 – Li Yu Lake 鯉魚潭 and live jumping prawns; The weird Iguana Park of Guayaquil; Italy Q&A: Some questions about Italy answered; Alvinology in #escapers15: More than 86 million social media impressions in 5 days for Accor, Scoot and Tourism Events Queensland; Of Babi Guling and monkey forests in Ubud, Bali",
4858,"Book your flight for as low as SGD 55 with Scoot’s 10-year Anniversary Sale! Over 200,000 seats available today!",N/A,5,1.0,"Announcing Bangkok Airways “Samui Super Sale” – get at least 99 SGD per way to and from Samui this 10 February – 31 March 2020; Jetstar Introduces New Flight Bundles: Enhanced Value and Convenience for Travelers; Sofitel Singapore City Centre “Yesteryear Package” – enjoy Luxury Room stay, admire Yip Yew Chong’s intimate art exhibition, and a special Yesteryear Peranakan menu; [PROMO CODE INSIDE] Book your AirAsia flight for Malaysia today for as low as SGD67 and save 20% OFF on hotels using this promo code!; Grab airfares for as low S$599 to over 100 destinations during Emirates’ Great Singapore Sale","Announcing Bangkok Airways “Samui Super Sale” – get at least 99 SGD per way to and from Samui this 10 February – 31 March 2020; Jetstar Introduces New Flight Bundles: Enhanced Value and Convenience for Travelers; Sofitel Singapore City Centre “Yesteryear Package” – enjoy Luxury Room stay, admire Yip Yew Chong’s intimate art exhibition, and a special Yesteryear Peranakan menu; [PROMO CODE INSIDE] Book your AirAsia flight for Malaysia today for as low as SGD67 and save 20% OFF on hotels using this promo code!; Grab airfares for as low S$599 to over 100 destinations during Emirates’ Great Singapore Sale",
4859,[PROMO] Special Staycation Promotions available today in Ascott! See list here,N/A,4,0.67,[PROMO] Receive 3x ASR points when you avail these Ascott promotional packages! Learn more here –; 7 Spa and Staycation Spots in Singapore to pamper your mom this Mother’s Day; Gain cash-free entry to 33 experiences with the Dubai Pass; [PROMO] McDonald’s launches Staycation Packages: get exclusive McDonald’s merch and food vouchers!; Summer Staycation at Raffles Hotel Singapore – Part 1 of 2,[PROMO] Receive 3x ASR points when you avail these Ascott promotional packages! Learn more here –; Why stay at Pullman Bangkok Hotel G; 7 Spa and Staycation Spots in Singapore to pamper your mom this Mother’s Day; Gain cash-free entry to 33 experiences with the Dubai Pass; [PROMO] McDonald’s launches Staycation Packages: get exclusive McDonald’s merch and food vouchers!,Why stay at Pullman Bangkok Hotel G
4860,New Mega Cruise Ship Norwegian Joy Makes Inaugural Voyage to Singapore,N/A,5,1.0,"12th KKBOX Music Awards in Taipei, featuring Hebe Tian, JJ Lin, Mayday and more!; Cruise company allegedly asks staff to lie to protect bookings amid COVID-19 pandemic; 3.3 Mega Sale: Unmissable Travel Deals on Flights, Hotels, and Attractions; Cathay brings together the best of Marco Polo Club and Asia Miles in its newly-improved membership programme; Vietjet Honored as “Asia’s Leading Airline for Customer Experience 2023” at World Travel Awards","12th KKBOX Music Awards in Taipei, featuring Hebe Tian, JJ Lin, Mayday and more!; Cruise company allegedly asks staff to lie to protect bookings amid COVID-19 pandemic; 3.3 Mega Sale: Unmissable Travel Deals on Flights, Hotels, and Attractions; Cathay brings together the best of Marco Polo Club and Asia Miles in its newly-improved membership programme; Vietjet Honored as “Asia’s Leading Airline for Customer Experience 2023” at World Travel Awards",
4861,Rock on and unwind like a rockstar with these Hard Rock Hotel Singapore reopening staycation packages available this summer,N/A,4,0.67,Hard Rock Cafe @ Changi Airport Terminal 3; Crown Metropol @Melbourne; Hard Rock Hotel London is set to launch in 2019 and here’s a first look inside!; Hard Rock Hotel finally opens in the Maldives at the heart of Emboodhoo Lagoon; Hard Rock Hotel Desaru Coast: Nearby Counterpart Of Sentosa’s Luxury Resort With Rooms At 1/3 The Price,"Hard Rock Hotel Desaru Coast: Nearby Counterpart Of Sentosa’s Luxury Resort With Rooms At 1/3 The Price; Hard Rock Cafe @ Changi Airport Terminal 3; Crown Metropol @Melbourne; Hard Rock Hotel London is set to launch in 2019 and here’s a first look inside!; Hard Rock Cafe Puteri Harbour to open in Johor, Malaysia","Hard Rock Cafe Puteri Harbour to open in Johor, Malaysia"
4862,"Firefly Airlines is back in Seletar Airport, Singapore after its 2-year hiatus due to the pandemic",N/A,5,1.0,"Scoot Now Has Flights To Subang, An Alternative Airport Closer To KL City Centre Than KLIA; Ancient Jerusalem: the Tower of David; Off The Beaten Path: New Unlimited Railway Passes Lets You Tour Japan’s ‘Lesser Known’ Attractions; 10 Reasons To Visit Kota Kinabalu – Treehouse Villas, Unspoiled Beaches & Mini NZ 2.5 Hours Away; 15 Incredible Malaysian Beaches To Get To Under SGD 150","Off The Beaten Path: New Unlimited Railway Passes Lets You Tour Japan’s ‘Lesser Known’ Attractions; Ancient Jerusalem: the Tower of David; Scoot Now Has Flights To Subang, An Alternative Airport Closer To KL City Centre Than KLIA; 10 Reasons To Visit Kota Kinabalu – Treehouse Villas, Unspoiled Beaches & Mini NZ 2.5 Hours Away; 15 Incredible Malaysian Beaches To Get To Under SGD 150",
4863,Pan Pacific Hotels offers specially curated Work-from-Hotel experiences for as low as S$38!,N/A,4,0.67,"Pan Pacific Hotels Group Offers ‘Stay and Play’ Staycation Packages: a Blend of Relaxation, Adventure, and Cultural immersion; 7 Bangkok Hotels In The City You Wouldn’t Believe Are Under S$99/Night; KINN Habitat Debuts as the Ultimate Urban Wellness Retreat; [SingapoRediscovers] From City to Hilltop to Island – this Sofitel Singapore City Centre staycation package is the perfect way to utilise your S$100 voucher!; Cathay Pacific Partners with Olympic Star Siobhan Haughey as Brand Ambassador","Pan Pacific Hotels Group Offers ‘Stay and Play’ Staycation Packages: a Blend of Relaxation, Adventure, and Cultural immersion; 17 Gorgeous Boutique Hotels In KL That Won’t Break Your Bank; KINN Habitat Debuts as the Ultimate Urban Wellness Retreat; [SingapoRediscovers] From City to Hilltop to Island – this Sofitel Singapore City Centre staycation package is the perfect way to utilise your S$100 voucher!; Cathay Pacific Partners with Olympic Star Siobhan Haughey as Brand Ambassador",17 Gorgeous Boutique Hotels In KL That Won’t Break Your Bank
